1 2.15134
2 1.73263
3 1.47999
4 1.29606
5 1.17804
6 1.06455
7 1.01218
8 0.958684
9 0.918905
10 0.871715
11 0.863282
12 0.818597
13 0.789622
14 0.768964
15 0.757146
16 0.740626
17 0.729684
18 0.699179
19 0.704612
20 0.692682
21 0.65948
22 0.66658
23 0.684294
24 0.663727
25 0.650925
26 0.635959
27 0.628151
28 0.637272
29 0.623083
30 0.614198
