1 36599
2 40345
3 42383
4 43091
5 43544
6 43967
7 44062
8 44316
9 44246
10 44460
11 44383
12 44879
13 44708
14 44852
15 44895
16 45093
17 44968
18 45325
19 45224
20 45199
21 45439
22 45477
23 45355
24 45380
25 45334
26 45418
27 45419
28 45382
29 45531
30 45613
