1 37412
2 40924
3 42212
4 42599
5 43427
6 43653
7 43925
8 44029
9 43922
10 44512
11 44465
12 44783
13 44571
14 45004
15 44828
16 45088
17 45103
18 45088
19 45024
20 45219
21 45214
22 44980
23 45225
24 45203
25 45282
26 45474
27 45583
28 45574
29 45302
30 45607
