1 39937
2 41895
3 42731
4 43574
5 43650
6 43989
7 44141
8 44388
9 44152
10 44191
11 44649
12 44919
13 44961
14 44744
15 44773
16 44962
17 45027
18 44888
19 45030
20 44899
21 45236
22 45359
23 45325
24 45308
25 45392
26 45259
27 45449
28 45396
29 45500
30 45519
